2024-08-29 18:02:24.990 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-08-29 18:02:25.101 [main] INFO  c.S.StudentManagementProjectApplication - Starting StudentManagementProjectApplication using Java 21.0.3 with PID 1820 (C:\Users\Abhishek Auti\Documents\workspace-spring-tool-suite-4-4.24.0.RELEASE\StudentManagementProject\target\classes started by Abhishek Auti in C:\Users\Abhishek Auti\Documents\workspace-spring-tool-suite-4-4.24.0.RELEASE\StudentManagementProject)
2024-08-29 18:02:25.103 [main] INFO  c.S.StudentManagementProjectApplication - No active profile set, falling back to 1 default profile: "default"
2024-08-29 18:02:27.183 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-08-29 18:02:27.401 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 194 ms. Found 4 JPA repository interfaces.
2024-08-29 18:02:28.908 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2024-08-29 18:02:28.940 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2024-08-29 18:02:28.950 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-08-29 18:02:28.951 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
2024-08-29 18:02:29.179 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-08-29 18:02:29.180 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3929 ms
2024-08-29 18:02:29.682 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-08-29 18:02:29.935 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
2024-08-29 18:02:30.099 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-08-29 18:02:31.182 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-08-29 18:02:31.276 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-08-29 18:02:31.978 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@225e09f0
2024-08-29 18:02:31.982 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-08-29 18:02:32.108 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-08-29 18:02:35.838 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-08-29 18:02:36.171 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-08-29 18:02:37.247 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-08-29 18:02:39.174 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-08-29 18:02:40.234 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2024-08-29 18:02:40.288 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2024-08-29 18:02:40.312 [main] INFO  c.S.StudentManagementProjectApplication - Started StudentManagementProjectApplication in 16.43 seconds (process running for 19.112)
2024-08-29 18:02:49.371 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2024-08-29 18:02:49.372 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2024-08-29 18:02:49.378 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
2024-08-29 18:34:47.762 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=13m44s931ms250µs800ns).
2024-08-29 19:03:35.770 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=28m48s648ms406µs400ns).
2024-08-29 19:27:14.324 [http-nio-8080-exec-6] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:28:02.558 [http-nio-8080-exec-7] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:29:32.454 [http-nio-8080-exec-9] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:30:08.577 [http-nio-8080-exec-1] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:32:05.663 [http-nio-8080-exec-4] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:33:19.248 [http-nio-8080-exec-7] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:33:24.944 [http-nio-8080-exec-8] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 19:47:13.342 [HikariPool-1 housekeeper] WARN  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=2m36s788ms135µs).
2024-08-29 20:06:05.864 [http-nio-8080-exec-2] ERROR c.S.Controller.StudentController - abhishekauti12@gmail.com
2024-08-29 20:10:08.476 [RMI TCP Connection(95)-127.0.0.1] INFO  o.s.b.a.SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin - Application shutdown requested.
2024-08-29 20:10:13.092 [RMI TCP Connection(95)-127.0.0.1] INFO  o.a.coyote.http11.Http11NioProtocol - Stopping ProtocolHandler ["http-nio-8080"]
2024-08-29 20:10:18.005 [RMI TCP Connection(95)-127.0.0.1] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
2024-08-29 20:10:45.699 [RMI TCP Connection(95)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2024-08-29 20:10:46.661 [RMI TCP Connection(95)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2024-08-30 00:36:29.923 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-08-30 00:36:30.026 [main] INFO  c.S.StudentManagementProjectApplication - Starting StudentManagementProjectApplication using Java 21.0.3 with PID 13184 (C:\Users\Abhishek Auti\Documents\workspace-spring-tool-suite-4-4.24.0.RELEASE\StudentManagementProject\target\classes started by Abhishek Auti in C:\Users\Abhishek Auti\Documents\workspace-spring-tool-suite-4-4.24.0.RELEASE\StudentManagementProject)
2024-08-30 00:36:30.029 [main] INFO  c.S.StudentManagementProjectApplication - No active profile set, falling back to 1 default profile: "default"
2024-08-30 00:36:31.984 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-08-30 00:36:32.186 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 176 ms. Found 4 JPA repository interfaces.
2024-08-30 00:36:33.706 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2024-08-30 00:36:33.740 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2024-08-30 00:36:33.754 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2024-08-30 00:36:33.755 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.28]
2024-08-30 00:36:33.953 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2024-08-30 00:36:33.954 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 3784 ms
2024-08-30 00:36:34.391 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
2024-08-30 00:36:34.617 [main] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 6.5.2.Final
2024-08-30 00:36:34.747 [main] INFO  o.h.c.i.RegionFactoryInitiator - HHH000026: Second-level cache disabled
2024-08-30 00:36:35.775 [main] INFO  o.s.o.j.p.SpringPersistenceUnitInfo - No LoadTimeWeaver setup: ignoring JPA class transformer
2024-08-30 00:36:35.877 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-08-30 00:36:36.648 [main] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@e49437
2024-08-30 00:36:36.653 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-08-30 00:36:37.140 [main] WARN  org.hibernate.orm.deprecation - HHH90000025: PostgreSQLDialect does not need to be specified explicitly using 'hibernate.dialect' (remove the property setting and it will be selected by default)
2024-08-30 00:36:40.813 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000489: No JTA platform available (set 'hibernate.transaction.jta.platform' to enable JTA platform integration)
2024-08-30 00:36:41.832 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-08-30 00:36:42.958 [main] INFO  o.s.d.j.r.query.QueryEnhancerFactory - Hibernate is in classpath; If applicable, HQL parser will be used.
2024-08-30 00:36:44.741 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-08-30 00:36:45.717 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
